ID,dist,pect,cost,rec,time
0,801.19,100,146.741,162.677,29211
1,1047.38,100,213.122,158.812,29211
2,1237.27,100,217.598,161.559,29211

0,1237.48,100,164.946,162.314,29041
1,1257.88,100,214.997,165.554,29041
2,1309.65,100,217.455,155.181,29041

0,933.437,100,164.373,169.396,29147
1,1209.44,100,194.346,150.848,29147
2,1286.86,100,219.259,162.805,29147

0,1260.9,94.1176,208.415,146.314,29249
1,939.144,100,186.208,153.384,29249
2,1253.89,100,221.386,172.255,29249

0,1187.68,100,219.11,153.374,29321
1,1229.99,100,183.441,163.188,29321
2,1153.36,100,212.228,166.486,29321

0,957.61,100,155.606,164.834,29184
1,1093.23,100,198.076,156.673,29184
2,1224.4,100,218.962,161.542,29184

0,804.846,100,137.848,159.337,29205
1,1064.98,100,183.488,165.147,29205
2,1241.15,100,221.335,158.564,29205

0,804.846,100,137.848,159.337,29241
1,1049.11,100,183.517,166.071,29241
2,1240.94,100,220.429,157.64,29241

0,719.799,100,135.826,158.217,29204
1,1059.62,100,182.237,166.268,29204
2,1241.15,100,221.335,158.564,29204

0,790.474,100,143.106,167.009,29246
1,912.345,100,172.042,155.723,29246
2,1358.39,100,224.535,160.316,29246

0,900.27,100,145.453,161.874,29375
1,1110.52,100,185.628,165.166,29375
2,1277.16,100,222.403,156.009,29375

0,1052.85,100,175.648,147.399,29263
1,1198.22,100,181.397,169.049,29263
2,1232.92,100,221.778,166.599,29263

0,851.378,100,153.747,166.459,29129
1,1210.75,100,201.218,158.37,29129
2,1291.19,100,223.464,158.219,29129

0,1272.2,100,205.737,162.471,29219
1,1217.89,100,209.19,163.796,29219
2,1321.56,100,222.099,156.781,29219

0,768.249,100,139.716,163.12,29187
1,1081.41,100,185.918,155.789,29187
2,1229.36,100,216.975,164.139,29187

0,1214.19,100,179.351,149.62,29120
1,1137.42,100,179.426,161.872,29120
2,1040.33,100,199.61,171.556,29120

0,1081.87,100,180.177,152.609,29393
1,1060.75,100,174.535,158.139,29393
2,1252.94,100,184.6,172.3,29393

0,432.527,100,145.678,304.67,120196
1,443.449,100,162.582,309.806,120196
2,506.34,100,188.007,307.508,120196
3,613.782,100,204.123,329.825,120196

0,273.949,100,127.369,300.998,119711
1,324.005,100,149.274,313.928,119711
2,391.267,100,166.334,305.362,119711
3,515.019,100,201.253,331.522,119711

0,323.708,100,139.773,302.023,120733
1,404.135,100,153.578,306.964,120733
2,475.041,100,178.433,315.121,120733
3,436.002,100,194.809,327.702,120733

0,268.054,100,131.76,309.413,119986
1,303.329,100,152.147,309.815,119986
2,382.987,100,163.279,305.271,119986
3,506.258,100,196.928,327.309,119986

0,283.912,100,127.543,305.722,120387
1,312.437,100,150.101,307.747,120387
2,389.474,100,162.702,312.033,120387
3,503.824,100,201.307,326.307,120387

0,278.443,100,128.579,301.176,119447
1,303.498,100,150.763,314.384,119447
2,378.354,100,161.099,306.66,119447
3,511.91,100,199.579,329.589,119447

0,305.584,100,130.226,304.284,119942
1,319.523,100,154.979,306.815,119942
2,385.955,100,160.665,308.602,119942
3,472.972,100,200.435,332.108,119942

0,271.474,100,130.038,303.1,119982
1,322.022,100,145.858,310.418,119982
2,388.987,100,162.66,308.702,119982
3,511.91,100,199.579,329.589,119982

0,448.126,100,158.465,295.789,119927
1,475.055,100,180.554,314.613,119927
2,406.727,100,168.688,310.276,119927
3,484.232,100,197.871,331.131,119927

0,403.545,100,151.307,300.024,119629
1,453.808,100,162.185,305.52,119629
2,456.051,100,170.601,320.025,119629
3,557.194,100,198.216,326.241,119629

0,265.323,100,130.155,305.856,121023
1,316.153,100,145.182,312.513,121023
2,396.186,100,163.247,303.851,121023
3,511.91,100,199.579,329.589,121023

0,261.09,100,128.559,305.194,120144
1,307.69,100,149.466,305.369,120144
2,389.031,100,164.912,311.657,120144
3,511.91,100,199.579,329.589,120144

0,259.979,100,129.13,299.626,120073
1,326.641,100,146.134,313.755,120073
2,382.187,100,163.145,308.839,120073
3,511.91,100,199.579,329.589,120073

0,281.496,100,133.737,309.495,119477
1,294.952,100,150.59,304.246,119477
2,389.548,100,157.927,309.538,119477
3,471.332,100,199.838,328.53,119477

0,337.339,100,132.293,305.148,120165
1,350.443,100,150.335,304.357,120165
2,374.011,100,152.753,313.878,120165
3,472.446,100,200.129,328.426,120165

0,289.687,100,128.001,307.047,120351
1,321.14,100,144.43,311.195,120351
2,400.31,100,170.928,303.978,120351
3,511.91,100,199.579,329.589,120351

0,274.585,100,127.001,301.287,119687
1,353.776,100,150.202,310.372,119687
2,388.284,100,175.86,310.561,119687
3,511.91,100,199.579,329.589,119687

0,303.048,100,131.89,304.064,120531
1,347.192,100,149.196,307.308,120531
2,381.568,100,162.206,310.849,120531
3,511.91,100,199.579,329.589,120531

0,341.481,100,136.477,297.372,120563
1,443.818,100,166.566,304.187,120563
2,529.412,100,188.27,314.342,120563
3,499.801,100,196.273,335.908,120563

0,293.722,100,134.285,301.112,119878
1,360.554,100,151.951,310.596,119878
2,390.525,100,161.458,310.512,119878
3,511.91,100,199.579,329.589,119878

0,572.921,100,154.867,237.323,121894
1,544.012,100,170.102,243.81,121894
2,676.507,100,187.836,230.282,121894
3,741.866,100,188.892,225.687,121894
4,808.092,88.4615,203.106,231.724,121894

0,626.537,100,159.69,237.026,122508
1,567.696,100,164.467,247.943,122508
2,680.853,100,192.785,229.769,122508
3,694.315,100,185.253,226.542,122508
4,814.5,88.4615,207.422,227.546,122508

0,643.527,100,157.622,238.142,121400
1,551.111,100,163.294,243.468,121400
2,640.651,100,186.954,232.58,121400
3,708.275,100,187.947,226.776,121400
4,788.163,84.6154,196.485,213.713,121400

0,612.635,100,157.51,232.153,121637
1,541.071,100,162.739,252.161,121637
2,680.994,100,194.787,236.186,121637
3,770.39,100,184.211,220.464,121637
4,851.803,88.4615,200.913,223.38,121637

0,633.299,100,161.506,236.354,122136
1,587.123,100,167.357,242.689,122136
2,684.55,100,190.727,235.124,122136
3,707.108,100,177.268,224.376,122136
4,846.669,88.4615,204.677,233.389,122136

0,585.104,100,156.017,239.756,119263
1,542.458,100,158.886,241.378,119263
2,674.952,100,197.03,239.366,119263
3,775.842,100,185.167,222.289,119263
4,851.803,88.4615,200.913,223.38,119263

0,626.537,100,159.69,237.026,121187
1,552.235,100,162.823,240.035,121187
2,669.522,100,189.084,246.907,121187
3,725.671,100,191.314,216.622,121187
4,783.906,84.6154,202.748,217.714,121187

0,547.424,100,153.518,237.101,120129
1,568.133,100,172.192,247.494,120129
2,653.755,100,189.375,229.566,120129
3,712.568,100,178.377,226.207,120129
4,846.666,88.4615,204.428,231.564,120129

0,603.917,100,156.814,238.027,121620
1,579.945,100,167.984,240.515,121620
2,683.305,100,186.106,239.095,121620
3,674.846,100,184.928,222.501,121620
4,785.609,84.6154,202.822,216.34,121620

0,608.008,100,157.246,238.698,120722
1,577.301,100,168.342,246.27,120722
2,677.888,100,188.134,232.237,120722
3,700.774,100,182.789,219.68,120722
4,811.419,88.4615,203.562,231.94,120722

0,597.177,100,159.122,237.95,120912
1,548.372,100,168.768,247.018,120912
2,679.815,100,185.135,232.529,120912
3,751.875,100,192.399,225.366,120912
4,818.819,80.7692,205.591,208.579,120912

0,530.489,100,149.574,233.378,121158
1,551.242,100,172.611,244.987,121158
2,786.452,100,199.659,241.089,121158
3,701.352,100,189.861,221.691,121158
4,783.381,84.6154,200.17,213.536,121158

0,588.626,100,158.197,238.07,121873
1,549.292,100,172.913,246.899,121873
2,683.477,100,185.951,233.008,121873
3,718.519,100,184.182,225.001,121873
4,854.899,88.4615,207.904,228.955,121873

0,627.18,100,161.222,237.398,120515
1,573.637,100,170.622,244.225,120515
2,627.004,100,185.115,239.314,120515
3,769.343,100,180.337,224.267,120515
4,830.601,80.7692,208.467,206.237,120515

0,628.633,100,159.762,237.442,119484
1,584.047,100,164.276,238.483,119484
2,672.601,100,191.591,242.557,119484
3,755.284,100,189.017,222.039,119484
4,795.587,84.6154,206.452,215.957,119484

0,616.537,100,157.2,236.369,120489
1,594.004,100,170.197,250.353,120489
2,697.816,100,192.626,231.76,120489
3,748.673,100,185.885,221.993,120489
4,825.407,76.9231,197.514,200.953,120489

0,592.081,100,158.596,238.819,121298
1,581.529,100,166.057,235.76,121298
2,691.467,100,185.33,240.125,121298
3,704.82,100,186.372,225.706,121298
4,853.865,88.4615,211.224,231.522,121298

0,610.446,100,159.967,240.474,121210
1,545.713,100,163.653,245.824,121210
2,682.368,100,188.306,230.969,121210
3,723.631,100,187.994,221.841,121210
4,827.537,80.7692,208.568,212.334,121210

0,613.24,100,159.005,240.384,120942
1,568.82,100,164.114,243.104,120942
2,651.3,100,190.992,233.638,120942
3,735.805,100,183.476,221.91,120942
4,856.586,88.4615,211.774,232.896,120942

0,585.104,100,156.017,239.756,121593
1,566.869,100,166.063,244.185,121593
2,661.349,100,195.063,228.479,121593
3,666.891,100,188.824,226.594,121593
4,785.609,84.6154,202.822,216.34,121593

0,474.3,100,146.234,235.21,121401
1,793.581,100,210.363,230.153,121401
2,913.325,91.6667,212.378,215.23,121401
3,923.931,83.3333,209.085,189.129,121401
4,954.111,64.2857,207.572,171.782,121401

0,466.788,100,147.633,234.355,125742
1,828.991,100,200.197,229.009,125742
2,892.509,87.5,197.873,209.817,125742
3,996.222,79.1667,209.426,183.189,125742
4,956.83,67.8571,212.786,185.296,125742

0,475.871,100,150.698,234.01,123263
1,783.117,100,199.039,229.795,123263
2,776.834,91.6667,208.775,218.181,123263
3,958.241,83.3333,213.35,194.436,123263
4,1038.99,75,213.053,198.06,123263

0,473.141,100,149.948,230.974,125637
1,752.738,100,188.48,231.294,125637
2,842.675,83.3333,204.375,195.551,125637
3,996.319,79.1667,207.255,179.854,125637
4,1107.13,64.2857,209.986,166.877,125637

0,478.242,100,148.724,234.919,123544
1,654.775,100,186.697,225.691,123544
2,853.764,87.5,205.308,205.638,123544
3,947.484,79.1667,206.391,182.475,123544
4,927.843,64.2857,200.467,171.622,123544

0,475.428,100,148.441,235.397,122830
1,784.654,100,192.137,226.158,122830
2,816.659,91.6667,205.668,225.029,122830
3,917.494,79.1667,198.365,182.685,122830
4,1004.98,75,211.968,199.282,122830

0,466.788,100,147.633,234.355,124441
1,692.76,100,182.812,226.898,124441
2,792.155,83.3333,199.567,205.393,124441
3,945.957,79.1667,203.924,188.43,124441
4,1052.02,60.7143,209.726,153.468,124441

0,466.788,100,147.633,234.355,123809
1,745.233,100,194.163,226.696,123809
2,816.799,83.3333,200.03,208.627,123809
3,931.303,87.5,212.512,203.6,123809
4,1041.31,71.4286,204.963,191.057,123809

0,470.287,100,148.831,227.35,126034
1,829.153,100,210.609,240.236,126034
2,826.188,91.6667,206.673,214.094,126034
3,980.566,79.1667,211.078,186.507,126034
4,1236.12,64.2857,217.894,170.237,126034

0,502.949,100,150.853,237.172,123746
1,838.29,100,203.681,229.692,123746
2,794.157,87.5,204.306,206.994,123746
3,925.375,79.1667,208.149,174.872,123746
4,900.843,64.2857,201.53,171.279,123746

0,466.788,100,147.633,234.355,123045
1,730.379,100,192.089,226.414,123045
2,788.476,87.5,207.515,221.431,123045
3,952.698,79.1667,209.738,179.086,123045
4,1043.38,60.7143,210.951,158.192,123045

0,511.589,100,151.661,238.214,122717
1,763.549,100,192.02,224.214,122717
2,836.183,87.5,197.588,206.321,122717
3,900.749,75,198.734,167.529,122717
4,956.964,64.2857,211.557,176.197,122717

0,474.3,100,146.234,235.21,121350
1,772.303,100,207.247,228.698,121350
2,877.172,87.5,197.841,209.833,121350
3,901.776,83.3333,209.654,188.735,121350
4,1236.12,64.2857,217.894,170.237,121350

0,485.73,100,152.849,229.639,123983
1,795.422,100,202.52,235.947,123983
2,826.978,87.5,200.765,205.965,123983
3,924.951,83.3333,202.179,194.449,123983
4,1079.42,64.2857,208.748,165.314,123983

0,473.141,100,149.948,230.974,128387
1,701.534,100,190.228,229.796,128387
2,793.31,83.3333,198.091,203.915,128387
3,951.563,87.5,209.803,201.841,128387
4,1236.12,64.2857,217.894,170.237,128387

0,483.383,100,149.146,234.865,136925
1,748.425,100,198.633,226.704,136925
2,773.882,87.5,196.414,214.252,136925
3,947.044,75,204.311,173.467,136925
4,1041.85,57.1429,200.651,149.674,136925

0,534.207,100,156.161,233.226,136481
1,771.675,100,200.161,232.124,136481
2,770.122,87.5,200.177,209.881,136481
3,925.544,79.1667,199.41,182.883,136481
4,947.001,75,205.007,196.468,136481

0,473.141,100,149.948,230.974,137466
1,780.675,100,191.049,231.552,137466
2,878.981,91.6667,210.925,221.143,137466
3,993.043,79.1667,207.667,188.298,137466
4,1004.98,75,211.968,199.282,137466

0,518.873,100,149.826,231.92,137010
1,782.205,100,197.85,230.165,137010
2,818.621,91.6667,203.899,224.861,137010
3,965.083,75,204.445,177.165,137010
4,1045.67,71.4286,208.191,188.391,137010

0,514.636,100,150.672,234.619,137320
1,784.842,100,196.021,227.164,137320
2,839.799,87.5,210.387,207.823,137320
3,925.636,79.1667,199.507,185.725,137320
4,1202.91,64.2857,209.552,168.839,137320

0,275.412,100,146.129,363.646,268125
1,276.137,100,159.359,372.905,268125
2,419.473,100,176.06,339.739,268125
3,395.534,100,196.198,376.307,268125
4,442.52,86.8421,192.698,317.595,268125

0,278.328,100,148.608,363.565,265045
1,290.272,100,161.322,372.759,265045
2,325.064,100,176.595,331.403,265045
3,406.821,100,195.476,389.821,265045
4,431.364,89.4737,192.72,324.227,265045

0,278.812,100,149.156,364.684,264615
1,294.805,100,162.984,371.64,264615
2,327.223,100,177.922,333.853,264615
3,392.44,100,196.228,381.738,264615
4,430.965,84.2105,193.091,303.046,264615

0,288.03,100,149.162,362.613,264988
1,299.23,100,163.272,374.143,264988
2,323.93,100,180.009,330.65,264988
3,409.238,100,194.87,388.676,264988
4,432.172,89.4737,196.873,325.693,264988

0,288.493,100,149.469,362.126,265938
1,312.677,100,159.788,375.746,265938
2,343.763,100,177.548,336.345,265938
3,415.561,100,196.268,378.097,265938
4,444.083,89.4737,194.836,325.449,265938

0,277.106,100,148.248,364.706,266173
1,298.361,100,161.813,371.009,266173
2,333.979,100,173.526,334.953,266173
3,413.348,100,192.348,382.748,266173
4,461.029,89.4737,192.143,322.963,266173

0,287.515,100,149.512,361.427,274058
1,296.978,100,162.225,374.289,274058
2,337.415,100,177.046,336.546,274058
3,406.744,100,193.378,382.217,274058
4,434.696,86.8421,191.399,315.714,274058

0,288.03,100,149.162,362.613,282787
1,313.514,100,163.676,370.223,282787
2,337.742,100,171.759,345.164,282787
3,378.796,100,191.86,374.212,282787
4,431.649,89.4737,194.294,329.562,282787

0,295.425,100,149.709,363.909,272196
1,316.066,100,161.133,373.14,272196
2,338.256,100,171.258,337.577,272196
3,419.27,100,199.111,382.462,272196
4,442.524,84.2105,191.875,302.126,272196

0,276.158,100,149.325,362.295,277219
1,288.138,100,159.302,374.028,277219
2,328.39,100,178.492,334.576,277219
3,391.698,100,195.355,384.638,277219
4,444.562,89.4737,194.29,322.224,277219

0,287.372,100,149.153,364.677,273103
1,287.892,100,159.312,368.936,273103
2,356.17,100,180.231,337.168,273103
3,396.572,100,194.233,378.91,273103
4,481.456,84.2105,196.392,317.93,273103

0,277.137,100,149.282,362.994,280705
1,308.41,100,160.792,369.791,280705
2,358.078,100,179.498,339.44,280705
3,398.146,100,194.732,378.172,280705
4,441.447,89.4737,193.814,327.365,280705

0,276.1,100,147.664,365.112,273418
1,288.251,100,170.381,371.439,273418
2,332.301,100,167.242,334.438,273418
3,402.743,100,193.103,379.819,273418
4,493.112,84.2105,194.503,314.511,273418

0,276.158,100,149.325,362.295,274482
1,292.807,100,160.311,373.42,274482
2,339.228,100,175.821,331.052,274482
3,386.148,100,193.053,385.183,274482
4,438.289,84.2105,193.25,302.188,274482

0,287.581,100,149.066,363.247,274179
1,322.77,100,167.171,378.062,274179
2,341.729,100,170.223,329.507,274179
3,401.818,100,194.662,385.377,274179
4,442.075,89.4737,196.669,325.583,274179

0,276.402,100,148.401,365.383,272024
1,304.256,100,160.362,368.04,272024
2,340.521,100,176.698,340.505,272024
3,416.723,100,195.074,376.919,272024
4,444.843,89.4737,198.978,326.915,272024

0,301.416,100,151.239,365.678,270754
1,296.907,100,157.353,369.92,270754
2,336.286,100,179.159,339.654,270754
3,404.069,100,197.832,375.321,270754
4,450.493,86.8421,192.382,316.894,270754

0,316.068,100,156.431,365.587,270334
1,297.95,100,156.536,367.836,270334
2,335.651,100,174.812,334.304,270334
3,403.985,100,192.28,384.069,270334
4,453.927,89.4737,195.118,326.327,270334

0,272.705,100,147.05,362.679,292890
1,334.779,100,169.535,369.088,292890
2,330.053,100,171.063,338.583,292890
3,381.106,100,193.002,381.445,292890
4,453.927,89.4737,195.118,326.327,292890

0,287.372,100,149.153,364.677,293677
1,296.454,100,162.364,367.576,293677
2,405.872,100,177.109,339.305,293677
3,391.508,100,197.95,380.357,293677
4,430.965,84.2105,193.091,303.046,293677

0,405.012,100,158.273,300.214,226556
1,536.174,100,201.492,312.109,226556
2,608.876,86.6667,202.143,257.33,226556
3,645.468,86.6667,196.224,249.443,226556
4,645.947,83.3333,194.608,244.429,226556
5,766.795,70,198.126,201.533,226556

0,477.046,100,177.481,306.8,205665
1,571.324,100,182.796,306.486,205665
2,574.341,90,196.156,262.436,205665
3,622.908,80,194.99,225.94,205665
4,688.77,83.3333,204.993,251.61,205665
5,764.129,80,195.795,229.847,205665

0,437.73,100,170.703,303.185,225751
1,531.964,100,186.972,307.298,225751
2,540.137,93.3333,192.782,282.785,225751
3,624.705,80,194.179,226.906,225751
4,704.22,83.3333,199.37,240.818,225751
5,775.915,76.6667,205.992,220.623,225751

0,426.432,100,166.748,302.234,225779
1,549.034,100,187.131,308.386,225779
2,641.338,90,199.534,263.276,225779
3,634.803,86.6667,194.441,243.126,225779
4,694.249,76.6667,201.196,229.148,225779
5,758.836,73.3333,195.821,207.783,225779

0,415.745,100,166.645,297.733,215409
1,575.878,100,195.588,315.032,215409
2,590.062,90,198.917,266.099,215409
3,653.599,90,194.189,255.455,215409
4,737.468,80,197.061,241.369,215409
5,819.942,73.3333,207.303,210.529,215409

0,405.012,100,158.273,300.214,216224
1,548.424,100,200.687,312.303,216224
2,578.927,90,199.004,265.621,216224
3,710.825,86.6667,200.917,242.878,216224
4,649.14,83.3333,195.813,246.936,216224
5,769.156,83.3333,204.508,238.715,216224

0,445.007,100,172.649,302.235,218936
1,531.212,100,181.97,310.635,218936
2,591.105,90,197.882,260.995,218936
3,689.35,90,203.989,261.873,218936
4,718.449,76.6667,205.473,232.439,218936
5,756.797,80,204.514,223.451,218936

0,432.14,100,166.496,301.607,204481
1,554.745,100,190.707,310.77,204481
2,571.515,90,196.275,262.105,204481
3,631.345,90,200.087,256.445,204481
4,720.274,80,195.322,239.038,204481
5,758.855,76.6667,203.04,219.324,204481

0,437.73,100,170.703,303.185,236325
1,566.271,100,184.778,307.258,236325
2,586.942,90,201.151,265.28,236325
3,623.561,80,202.081,228.322,236325
4,691.993,86.6667,204.869,253.475,236325
5,780.813,80,200.39,225.26,236325

0,405.012,100,158.273,300.214,203738
1,533.442,100,200.274,312.551,203738
2,591.196,86.6667,202.514,260.346,203738
3,663.199,90,199.36,257.933,203738
4,664.506,83.3333,196.224,241.769,203738
5,763.546,83.3333,201.226,243.557,203738

0,419.376,100,161.523,300.846,208908
1,524.761,100,196.551,311.919,208908
2,572.586,90,194.953,262.855,208908
3,674.699,86.6667,195.497,248.268,208908
4,686.753,76.6667,198.785,232.175,208908
5,770.967,80,206.58,224.653,208908

0,417.084,100,161.514,303.242,231371
1,521.461,100,197.945,309.135,231371
2,562.426,90,197.327,263.939,231371
3,637.98,80,197.495,220.534,231371
4,696.641,83.3333,202.439,254.84,231371
5,770.629,83.3333,204.478,238.322,231371

0,465.972,100,175.614,303.772,224023
1,548.819,100,186.008,308.691,224023
2,577.852,90,200.362,267.554,224023
3,595.618,90,201.355,254.036,224023
4,642.61,86.6667,204.279,258.546,224023
5,795.201,80,208.155,225.282,224023

0,417.084,100,161.514,303.242,206038
1,529.587,100,199.008,309.081,206038
2,609.424,86.6667,201.445,258.611,206038
3,593.143,86.6667,194.54,243.888,206038
4,738.993,83.3333,203.495,243.459,206038
5,769.67,80,205.45,228.369,206038

0,391.966,100,156.907,300.696,236721
1,557.231,100,202.023,309.847,236721
2,588.147,90,200.274,264.041,236721
3,616.199,90,200.73,258.404,236721
4,732.794,80,198.328,236.92,236721
5,784.93,80,201.705,228.695,236721

0,435.524,100,169.428,303.159,227910
1,543.546,100,181.838,309.304,227910
2,588.363,90,202.181,267.241,227910
3,658.298,90,196.737,254.619,227910
4,743.139,83.3333,204.878,250.286,227910
5,774.511,80,203.275,225.943,227910

0,437.238,100,170.291,306.062,224261
1,535.257,100,184.451,303.925,224261
2,630.624,90,198.313,261.993,224261
3,614.871,90,201.283,261.211,224261
4,681.96,83.3333,198.11,243.661,224261
5,784.93,80,201.705,228.695,224261

0,417.084,100,161.514,303.242,204833
1,529.567,100,198.597,308.307,204833
2,593.851,90,203.454,263.093,204833
3,688.571,90,203.687,261.562,204833
4,669.127,83.3333,196.567,253.938,204833
5,765.614,83.3333,206.408,233.74,204833

0,391.966,100,156.907,300.696,210311
1,547.914,100,200.974,310.644,210311
2,557.262,93.3333,199.3,281.615,210311
3,622.21,90,204.421,252.575,210311
4,646.239,83.3333,194.379,245.338,210311
5,775.774,73.3333,198.486,210.748,210311

0,404.866,100,163.135,297.015,210535
1,581.903,100,195.737,316.109,210535
2,615.445,90,195.438,265.069,210535
3,637.478,86.6667,203.483,240.689,210535
4,672.635,76.6667,196.306,230.862,210535
5,786.693,80,201.412,227.083,210535

0,706.113,100,185.887,260.193,206523
1,734.684,100,191.497,259.369,206523
2,691.663,84.6154,196.819,223.457,206523
3,836.44,80.7692,203.933,205.994,206523
4,856.403,76.9231,207.865,182.947,206523
5,851.538,76.9231,202.473,196.919,206523
6,1064.98,67.8571,201.575,177.501,206523

0,684.452,100,184.692,261.08,203136
1,665.745,100,185.748,258.858,203136
2,769.49,92.3077,200.734,240.027,203136
3,816.467,76.9231,197.395,203.795,203136
4,886.023,80.7692,205.826,188.436,203136
5,969.682,69.2308,209.067,175.558,203136
6,984.679,64.2857,201.887,171.274,203136

0,792.057,100,187.624,262.934,203266
1,617.285,100,185.971,257.186,203266
2,777.372,92.3077,202.804,244.111,203266
3,846.501,76.9231,198.408,191.184,203266
4,847.279,76.9231,204.979,181.788,203266
5,941.164,69.2308,202.739,168.495,203266
6,1036.12,64.2857,203.625,170.074,203266

0,666.349,100,178.147,256.586,202947
1,654.617,100,203.508,265.073,202947
2,720.585,88.4615,200.203,229.128,202947
3,924.99,84.6154,208.005,213.726,202947
4,896.043,80.7692,206.459,200.283,202947
5,865.869,76.9231,199.727,201.168,202947
6,1005.14,64.2857,202.153,170.377,202947

0,684.452,100,184.692,261.08,209098
1,723.271,100,185.377,260.271,209098
2,788.092,92.3077,198.809,245.164,209098
3,808.907,76.9231,204.596,191.789,209098
4,954.436,76.9231,202.928,192.095,209098
5,937.826,69.2308,202.112,170.2,209098
6,1112.65,64.2857,207.92,174.804,209098

0,720.544,100,185.523,259.739,213028
1,724.277,100,187.428,257.809,213028
2,782.554,88.4615,202.769,229.592,213028
3,839.141,88.4615,205.896,226.402,213028
4,960.423,76.9231,206.627,190.366,213028
